name,url,country,region,coordinates,caption,longitude,latitude
Natural and Culturo-Historical Region of Kotor,http://whc.unesco.org/en/list/125,Montenegro,"Boka Kotorska (Bay of Kotor), City of Kotor and surrounding territory, Republic of Montenegro",N42 28 59.988 E18 41 60,"In the Middle Ages, this natural harbour on the Adriatic coast in Montenegro was an important artistic and commercial centre with its own famous schools of masonry and iconography. A large number of the monuments (including four Romanesque churches and the town walls) were seriously damaged by the 1979 earthquake but the town has been restored, largely with UNESCO’s help.",18.7,42.48333
Maya Site of Copan,http://whc.unesco.org/en/list/129,Honduras,Copán; westernmost part of the country,N14 50 60 W89 7 59.988,"Discovered in 1570 by Diego García de Palacio, the ruins of Copán, one of the most important sites of the Mayan civilization, were not excavated until the 19th century. The ruined citadel and imposing public squares reveal the three main stages of development before the city was abandoned in the early 10th century.",-88.86667,14.85
Ħal Saflieni Hypogeum,http://whc.unesco.org/en/list/130,Malta,"Commune of Paola, Island of Malta",N35 52 16.824 E14 30 26.604,"The Hypogeum is an enormous subterranean structure excavated c. 2500 B.C., using cyclopean rigging to lift huge blocks of coralline limestone. Perhaps originally a sanctuary, it became a necropolis in prehistoric times.",14.507390000000001,35.871340000000004
City of Valletta,http://whc.unesco.org/en/list/131,Malta,Island of Malta,N35 54 2.016 E14 30 51.984,"The capital of Malta is inextricably linked to the history of the military and charitable Order of St John of Jerusalem. It was ruled successively by the Phoenicians, Greeks, Carthaginians, Romans, Byzantines, Arabs and the Order of the Knights of St John. Valletta’s 320 monuments, all within an area of 55 ha, make it one of the most concentrated historic areas in the world.",14.51444,35.90056
Megalithic Temples of Malta,http://whc.unesco.org/en/list/132,Malta,Islands of Gozo and Malta,N36 2 56.688 E14 16 10.092,"Seven megalithic temples are found on the islands of Malta and Gozo, each the result of an individual development. The two temples of Ggantija on the island of Gozo are notable for their gigantic Bronze Age structures. On the island of Malta, the temples of Hagar Qin, Mnajdra and Tarxien are unique architectural masterpieces, given the limited resources available to their builders. The Ta'Hagrat and Skorba complexes show how the tradition of temple-building was handed down in Malta.",14.26947,36.04908
Old Towns of Djenné,http://whc.unesco.org/en/list/116,Mali,"Djenné Circle, Region of Mopti",N13 54 23.004 W4 33 18,"Inhabited since 250 B.C., Djenné became a market centre and an important link in the trans-Saharan gold trade. In the 15th and 16th centuries, it was one of the centres for the propagation of Islam. Its traditional houses, of which nearly 2,000 have survived, are built on hillocks (",-3.445,13.90639
Fortifications on the Caribbean Side of Panama: Portobelo-San Lorenzo,http://whc.unesco.org/en/list/135,Panama,Province of Colon - Distric of Cristobal,N9 33 14 W79 39 21,"Magnificent examples of 17th- and 18th-century military architecture, these Panamanian forts on the Caribbean coast form part of the defence system built by the Spanish Crown to protect transatlantic trade.",-78.34416666666667,9.553888888888888
Redwood National and State Parks,http://whc.unesco.org/en/list/134,United States of America,California,N41 22 26 W123 59 53,"Redwood National Park comprises a region of coastal mountains bordering the Pacific Ocean north of San Francisco. It is covered with a magnificent forest of coastal redwood trees, the tallest and most impressive trees in the world. The marine and land life are equally remarkable, in particular the sea lions, the bald eagle and the endangered California brown pelican.",-122.00194444444445,41.37388888888889
Garamba National Park,http://whc.unesco.org/en/list/136,Democratic Republic of the Congo,Orientale Province,N4 0 0 E29 15 0,"The park's immense savannahs, grasslands and woodlands, interspersed with gallery forests along the river banks and the swampy depressions, are home to four large mammals: the elephant, giraffe, hippopotamus and above all the white rhinoceros. Though much larger than the black rhino, it is harmless; only some 30 individuals remain.",29.25,4.0
Archaeological Ruins at Moenjodaro,http://whc.unesco.org/en/list/138,Pakistan,Sind,N27 19 45 E68 8 20,"The ruins of the huge city of Moenjodaro – built entirely of unbaked brick in the 3rd millennium B.C. – lie in the Indus valley. The acropolis, set on high embankments, the ramparts, and the lower town, which is laid out according to strict rules, provide evidence of an early system of town planning.",68.13888888888889,27.329166666666666
Kahuzi-Biega National Park,http://whc.unesco.org/en/list/137,Democratic Republic of the Congo,Provinces of South-Kivu and Maniena,S2 30 0 E28 45 0,"A vast area of primary tropical forest dominated by two spectacular extinct volcanoes, Kahuzi and Biega, the park has a diverse and abundant fauna. One of the last groups of eastern lowland (graueri) gorillas (consisting of only some 250 individuals) lives at between 2,100 and 2,400 m above sea-level.",28.75,-1.5
Buddhist Ruins of Takht-i-Bahi and Neighbouring City Remains at Sahr-i-Bahlol,http://whc.unesco.org/en/list/140,Pakistan,North West Frontier Province,N34 19 15 E71 56 45,"The Buddhist monastic complex of Takht-i-Bahi (Throne of Origins) was founded in the early 1st century. Owing to its location on the crest of a high hill, it escaped successive invasions and is still exceptionally well preserved. Nearby are the ruins of Sahr-i-Bahlol, a small fortified city dating from the same period.",71.94583333333334,34.32083333333333
Taxila,http://whc.unesco.org/en/list/139,Pakistan,Province of Punjab,N33 46 45 E72 53 15,"From the ancient Neolithic tumulus of Saraikala to the ramparts of Sirkap (2nd century B.C.) and the city of Sirsukh (1st century A.D.), Taxila illustrates the different stages in the development of a city on the Indus that was alternately influenced by Persia, Greece and Central Asia and which, from the 5th century B.C. to the 2nd century A.D., was an important Buddhist centre of learning.",72.8875,33.77916666666667
"Historical Monuments at Makli, Thatta",http://whc.unesco.org/en/list/143,Pakistan,Province of Sind,N24 46 0 E67 54 0,"The capital of three successive dynasties and later ruled by the Mughal emperors of Delhi, Thatta was constantly embellished from the 14th to the 18th century. The remains of the city and its necropolis provide a unique view of civilization in Sind.",67.9,24.766666666666666
Ruins of Kilwa Kisiwani and Ruins of Songo Mnara,http://whc.unesco.org/en/list/144,United Republic of Tanzania,"Lindi Region, District of Kilwa",S8 57 28.008 E39 31 22.008,"The remains of two great East African ports admired by early European explorers are situated on two small islands near the coast. From the 13th to the 16th century, the merchants of Kilwa dealt in gold, silver, pearls, perfumes, Arabian crockery, Persian earthenware and Chinese porcelain; much of the trade in the Indian Ocean thus passed through their hands.",39.52278,-7.04222
Los Glaciares National Park,http://whc.unesco.org/en/list/145,Argentina,Santa Cruz,S50 0 0 W73 14 57.984,"The Los Glaciares National Park is an area of exceptional natural beauty, with rugged, towering mountains and numerous glacial lakes, including Lake Argentino, which is 160 km long. At its farthest end, three glaciers meet to dump their effluvia into the milky grey glacial water, launching massive igloo icebergs into the lake with thunderous splashes.",-72.75056,-50.0
Archaeological Park and Ruins of Quirigua,http://whc.unesco.org/en/list/149,Guatemala,Department of Izabal,N15 16 14.124 W89 2 24.9,"Inhabited since the 2nd century A.D., Quirigua had become during the reign of Cauac Sky (723–84) the capital of an autonomous and prosperous state. The ruins of Quirigua contain some outstanding 8th-century monuments and an impressive series of carved stelae and sculpted calendars that constitute an essential source for the study of Mayan civilization.",-88.95975,15.27059
Mammoth Cave National Park,http://whc.unesco.org/en/list/150,United States of America,"Counties of Barren, Edmonson, and Hart in the State of Kentucky",N37 11 14 W86 6 11,"Mammoth Cave National Park, located in the state of Kentucky, has the world's largest network of natural caves and underground passageways, which are characteristic examples of limestone formations. The park and its underground network of more than 560 surveyed km of passageways are home to a varied flora and fauna, including a number of endangered species.",-85.89694444444444,37.187222222222225
Kakadu National Park,http://whc.unesco.org/en/list/147,Australia,Northern territory,S12 49 60 E132 49 60,"This unique archaeological and ethnological reserve, located in the Northern Territory, has been inhabited continuously for more than 40,000 years. The cave paintings, rock carvings and archaeological sites record the skills and way of life of the region’s inhabitants, from the hunter-gatherers of prehistoric times to the Aboriginal people still living there. It is a unique example of a complex of ecosystems, including tidal flats, floodplains, lowlands and plateaux, and provides a habitat for a wide range of rare or endemic species of plants and animals.",132.83333333333334,-11.166666666666666
Olympic National Park,http://whc.unesco.org/en/list/151,United States of America,State of Washington,N47 44 54 W123 26 56,"Located in the north-west of Washington State, Olympic National Park is renowned for the diversity of its ecosystems. Glacier-clad peaks interspersed with extensive alpine meadows are surrounded by an extensive old growth forest, among which is the best example of intact and protected temperate rainforest in the Pacific Northwest. Eleven major river systems drain the Olympic mountains, offering some of the best habitat for anadromous fish species in the country. The park also includes 100 km of wilderness coastline, the longest undeveloped coast in the contiguous United States, and is rich in native and endemic animal and plant species, including critical populations of the endangered northern spotted owl, marbled murrelet and bull trout.",-122.55111111111111,47.748333333333335
